Num_acc,Conditions Atmosphériques,Etat Surface,Catégorie Route,Vitesse Maximale Autorisée,Nombre Véhicules Impliqués,Nombre Usagers Impliqués,Date,Conditions Lumineuses,Type Collision
7119,Normal,Sec,Autoroute,130.0,2.0,2.0,2022-01-24 10:37:20,,Par l'arrière
7120,,Sec,Route Départementale,,,1.0,2022-01-17 02:26:13,,Autre
7121,Normal,,,130.0,,4.0,2022-01-24 14:00:46,Jour,Par le coté
7122,Normal,Sec,Route Départementale,70.0,,4.0,2022-01-01 06:52:21,Nuit,
7123,Normal,,Route Départementale,70.0,,2.0,2022-01-31 17:16:45,Jour,Par le coté
7124,,Sec,,70.0,2.0,4.0,2022-01-05 19:28:36,Nuit,Par le coté
7125,Pluie,,Route Départementale,70.0,1.0,1.0,2022-01-09 16:36:43,,Autre
7126,Normal,Sec,Voie Communale,30.0,,2.0,2022-01-30 22:16:40,Nuit,Autre
7127,Normal,,,30.0,1.0,,2022-01-06 00:11:23,Nuit,
7128,,Mouillé,,30.0,2.0,6.0,2022-01-09 18:00:50,Nuit,Par le coté
7129,,Sec,Voie Communale,,2.0,5.0,2022-01-25 08:53:28,Jour,
7130,Normal,,Route Départementale,70.0,,,2022-01-11 17:19:06,Jour,Par le coté
7131,Normal,Sec,,70.0,1.0,1.0,2022-01-29 02:32:53,Nuit,
7132,,Sec,,30.0,,,2022-01-17 15:10:21,Jour,Frontale
7133,Normal,,Voie Communale,,1.0,3.0,2022-01-29 22:50:07,,Autre
7134,Normal,Sec,Voie Communale,30.0,2.0,2.0,2022-01-27 15:14:14,Jour,
7135,,Mouillé,,30.0,2.0,,2022-01-09 08:32:17,Nuit,
7136,Pluie,Mouillé,Voie Communale,30.0,2.0,2.0,2022-01-09 21:35:00,,Par l'arrière
7137,Pluie,Mouillé,,30.0,2.0,8.0,2022-01-07 12:16:36,,Par le coté
7138,Normal,Sec,Route Départementale,70.0,1.0,1.0,2022-01-16 21:15:36,Nuit,Autre
7139,Normal,Sec,,70.0,1.0,,2022-01-25 06:01:25,Nuit,Autre
7140,,Sec,,70.0,,5.0,2022-01-17 20:02:07,,Autre
7141,Normal,,Voie Communale,30.0,2.0,,2022-01-12 00:31:59,Nuit,Par le coté
7142,Normal,,Voie Communale,,2.0,,2022-01-25 09:59:34,Jour,
7143,,Sec,Route Départementale,70.0,2.0,2.0,2022-01-06 00:04:01,Nuit,
7144,Normal,,,30.0,,2.0,2022-01-12 18:41:03,,
7145,Normal,Sec,Voie Communale,,2.0,,2022-01-13 23:06:36,Nuit,Par le coté
7146,Normal,Sec,Voie Communale,,2.0,2.0,2022-01-28 12:06:57,Jour,
7147,,Sec,,30.0,2.0,,2022-01-10 16:03:20,,Par le coté
7148,Normal,Sec,,70.0,2.0,4.0,2022-01-14 08:43:25,,Par le coté
7149,Normal,Sec,Route Nationale,,1.0,1.0,2022-01-21 03:20:54,,Autre
7150,Pluie,Mouillé,,70.0,,2.0,2022-01-04 14:47:08,,Autre
7151,Normal,Sec,,30.0,1.0,,2022-01-23 20:24:51,Nuit,Autre
7152,Normal,Sec,,70.0,3.0,6.0,2022-01-15 08:50:10,,Autre
7153,Normal,Sec,Route Départementale,70.0,3.0,5.0,2022-01-05 15:38:44,Jour,Autre
7154,Normal,,,70.0,2.0,2.0,2022-01-10 10:04:24,Jour,Par le coté
7155,,Mouillé,,30.0,,2.0,2022-01-09 03:30:07,Nuit,Autre
7156,Pluie,Mouillé,Route Départementale,,2.0,4.0,2022-01-19 17:53:04,Nuit,Frontale
7157,,Sec,Voie Communale,30.0,2.0,,2022-01-13 02:54:32,Nuit,Frontale
7158,Normal,,Voie Communale,30.0,2.0,4.0,2022-01-24 05:57:33,,
7159,Normal,,,30.0,2.0,2.0,2022-01-10 01:47:13,,
7160,Normal,,,30.0,2.0,2.0,2022-01-12 06:57:51,Nuit,Par l'arrière
7161,,Mouillé,Route Départementale,70.0,,,2022-01-04 19:33:18,Nuit,Par le coté
7162,,Sec,Route Départementale,,2.0,4.0,2022-01-23 23:37:17,Nuit,Frontale
7163,,Sec,,30.0,2.0,2.0,2022-01-26 13:00:18,Jour,
7164,,Sec,,30.0,2.0,2.0,2022-01-12 21:44:34,Nuit,Par le coté
7165,Normal,Sec,Voie Communale,,1.0,2.0,2022-01-23 16:02:09,,Autre
7166,Normal,,Voie Communale,30.0,1.0,3.0,2022-01-10 16:04:09,Jour,Autre
7167,Normal,,,30.0,,,2022-01-31 08:20:10,,
7168,Pluie,,Route Nationale,90.0,2.0,,2022-01-03 03:29:16,,
7169,,Sec,Voie Communale,,,5.0,2022-01-11 16:25:47,Jour,Par l'arrière
7170,Pluie,Mouillé,Voie Communale,30.0,,3.0,2022-01-07 21:59:00,,Frontale
7171,,Sec,Voie Communale,,1.0,1.0,2022-01-23 08:14:32,,
7172,Normal,Sec,Voie Communale,30.0,,,2022-01-10 11:45:25,,
7173,Pluie,,,70.0,,,2022-01-19 21:54:21,,Par le coté
7174,Normal,,,30.0,2.0,2.0,2022-01-26 08:38:22,,Par l'arrière
7175,Pluie,Mouillé,Autoroute,,,,2022-01-04 03:50:31,Nuit,
7176,Normal,Sec,,30.0,1.0,1.0,2022-01-01 15:44:23,Jour,
7177,,Sec,Voie Communale,,1.0,1.0,2022-01-24 20:00:09,,Autre
7178,,Sec,,30.0,1.0,,2022-01-24 01:41:50,,Autre
7179,Pluie,,,70.0,1.0,1.0,2022-01-09 04:38:59,Nuit,
7180,Normal,,Voie Communale,30.0,,2.0,2022-01-17 13:47:13,Jour,Par l'arrière
7181,,Mouillé,Route Départementale,,3.0,4.0,2022-01-07 10:02:58,Jour,Autre
7182,,Sec,Voie Communale,,1.0,1.0,2022-01-13 18:20:41,Nuit,
7183,,Sec,Voie Communale,30.0,3.0,9.0,2022-01-28 06:25:36,Nuit,Autre
7184,Normal,,,130.0,,,2022-01-15 16:55:44,,
7185,Normal,,,70.0,1.0,1.0,2022-01-18 11:04:22,Jour,
7186,Normal,Sec,Voie Communale,30.0,2.0,2.0,2022-01-22 21:33:10,Nuit,Par le coté
7187,Normal,Sec,,130.0,2.0,2.0,2022-01-26 05:38:59,Nuit,
7188,Normal,,Route Départementale,,3.0,5.0,2022-01-23 10:54:33,Jour,
7189,Normal,Sec,Voie Communale,30.0,2.0,,2022-01-05 06:42:48,,Par l'arrière
7190,Pluie,,Voie Communale,,2.0,,2022-01-09 14:07:56,Jour,Par le coté
7191,,Sec,Route Départementale,70.0,1.0,1.0,2022-01-31 23:19:12,Nuit,Autre
7192,,Mouillé,Route Nationale,90.0,2.0,7.0,2022-01-04 07:49:17,Nuit,Par le coté
7193,Normal,,Route Départementale,70.0,2.0,2.0,2022-01-28 23:56:49,Nuit,Par le coté
7194,Normal,Sec,,30.0,2.0,4.0,2022-01-02 00:28:03,Nuit,Par l'arrière
7195,Normal,Sec,,70.0,1.0,1.0,2022-01-14 10:17:37,Jour,Autre
7196,Normal,,Voie Communale,30.0,1.0,1.0,2022-01-14 17:21:46,Jour,Autre
7197,Normal,Sec,Autoroute,130.0,,3.0,2022-01-21 17:12:38,Jour,
7198,,Sec,Voie Communale,30.0,2.0,3.0,2022-01-12 10:59:13,,
7199,,Mouillé,Route Départementale,,,5.0,2022-01-08 02:11:18,Nuit,Par l'arrière
7200,Normal,Sec,,30.0,2.0,4.0,2022-01-20 17:33:41,,
7201,Normal,Sec,,70.0,2.0,,2022-01-13 07:15:54,Nuit,Par l'arrière
7202,,Mouillé,,30.0,1.0,3.0,2022-01-04 20:07:07,Nuit,Autre
7203,,Sec,,30.0,2.0,,2022-01-02 22:04:25,Nuit,Par l'arrière
7204,,Sec,,70.0,2.0,3.0,2022-01-01 20:20:26,Nuit,Par l'arrière
7205,Normal,Sec,Route Départementale,70.0,2.0,2.0,2022-01-24 09:54:08,Jour,Frontale
7206,,Mouillé,Voie Communale,30.0,2.0,4.0,2022-01-04 17:12:47,Jour,Par l'arrière
7207,,Sec,,130.0,1.0,1.0,2022-01-29 00:54:13,,
7208,Normal,Sec,,30.0,2.0,4.0,2022-01-28 08:37:41,Jour,Par le coté
7209,,Sec,,30.0,,2.0,2022-01-02 18:15:49,Nuit,Par le coté
7210,Normal,Sec,Voie Communale,30.0,2.0,2.0,2022-01-11 17:52:48,Nuit,Par l'arrière
7211,Normal,Sec,Route Départementale,,2.0,2.0,2022-01-10 04:00:11,Nuit,
7212,Normal,,Route Nationale,,2.0,2.0,2022-01-16 06:42:45,,
7213,Pluie,,Voie Communale,,,3.0,2022-01-08 13:04:38,Jour,
7214,,Sec,Voie Communale,30.0,2.0,4.0,2022-01-24 08:49:40,,Par le coté
7215,,Sec,,70.0,1.0,,2022-01-10 23:54:22,Nuit,Autre
7216,,Mouillé,Route Départementale,70.0,2.0,,2022-01-19 03:49:11,Nuit,Par le coté
7217,Pluie,Mouillé,Voie Communale,,,2.0,2022-01-04 02:08:07,,Par l'arrière
7218,Normal,,Voie Communale,30.0,,,2022-01-30 01:46:18,Nuit,Par l'arrière
7219,Normal,,Route Départementale,,,,2022-01-17 15:12:51,Jour,Frontale
7220,,Sec,Voie Communale,,1.0,1.0,2022-01-13 02:20:31,Nuit,
7221,,Sec,,30.0,,,2022-01-17 11:29:02,,
7222,Pluie,,Voie Communale,30.0,2.0,9.0,2022-01-03 09:50:19,,Par le coté
7223,,Sec,Voie Communale,,3.0,3.0,2022-01-14 15:13:58,Jour,Autre
7224,Normal,,Voie Communale,,,3.0,2022-01-30 03:24:19,,
7225,,Mouillé,Autoroute,130.0,2.0,2.0,2022-01-04 06:14:01,Nuit,Par le coté
7226,,Mouillé,,70.0,,2.0,2022-01-04 04:01:21,Nuit,Par l'arrière
7227,Normal,,Voie Communale,,2.0,,2022-01-30 15:42:58,,Par le coté
7228,Normal,Sec,Route Départementale,70.0,2.0,5.0,2022-01-11 23:12:36,,Par le coté
7229,,Sec,,70.0,,3.0,2022-01-02 01:00:43,,
7230,,Sec,Voie Communale,30.0,1.0,2.0,2022-01-27 07:32:50,Nuit,Autre
7231,,Sec,Route Départementale,,2.0,4.0,2022-01-24 12:04:37,Jour,
7232,Normal,Sec,Autoroute,130.0,1.0,1.0,2022-01-31 03:09:33,,Autre
7233,Normal,,Route Départementale,,2.0,,2022-01-31 17:23:39,,Par le coté
7234,Pluie,Mouillé,Voie Communale,30.0,,2.0,2022-01-08 19:47:23,Nuit,
7235,,Mouillé,Route Nationale,90.0,2.0,4.0,2022-01-07 21:03:45,,Par le coté
7236,Normal,Sec,,30.0,2.0,,2022-01-27 13:42:35,Jour,Par le coté
7237,Normal,Sec,Autoroute,,1.0,,2022-01-02 17:59:26,Nuit,Autre
7238,Normal,Sec,Voie Communale,30.0,2.0,4.0,2022-01-12 21:54:56,Nuit,
7239,Normal,Sec,,70.0,,,2022-01-14 20:10:34,,Par l'arrière
7240,,Sec,Voie Communale,,,2.0,2022-01-01 02:48:59,Nuit,Par le coté
7241,Normal,,Route Départementale,70.0,,,2022-01-05 17:27:57,,
7242,Normal,Sec,Voie Communale,,,5.0,2022-01-22 00:58:44,Nuit,Par le coté
7243,,Sec,,130.0,2.0,,2022-01-05 23:44:08,Nuit,Par le coté
7244,,Sec,,70.0,2.0,6.0,2022-01-05 00:15:14,,
7245,Normal,,Voie Communale,30.0,,3.0,2022-01-17 22:57:04,Nuit,
7246,Normal,Sec,Voie Communale,,3.0,4.0,2022-01-12 22:17:56,Nuit,
7247,,Sec,Voie Communale,,2.0,,2022-01-17 18:52:17,Nuit,Par le coté
7248,Normal,Sec,Voie Communale,,1.0,,2022-01-27 13:27:32,Jour,
7249,Normal,,,30.0,1.0,1.0,2022-01-25 02:03:57,,
7250,Pluie,,Route Départementale,,2.0,,2022-01-19 13:26:25,Jour,Par le coté
7251,Normal,,Route Nationale,90.0,1.0,,2022-01-31 07:27:22,Nuit,
7252,,Sec,,70.0,2.0,3.0,2022-01-05 04:42:31,Nuit,
7253,,Mouillé,,70.0,1.0,,2022-01-07 07:30:18,Nuit,
7254,Normal,Sec,,70.0,2.0,,2022-01-06 10:38:58,,Par le coté
7255,,Sec,,30.0,2.0,,2022-01-20 14:06:31,Jour,
7256,,Sec,Voie Communale,30.0,,,2022-01-13 19:13:36,Nuit,
7257,Normal,Sec,Route Départementale,,,7.0,2022-01-01 01:11:13,Nuit,Par le coté
7258,Pluie,,Route Départementale,70.0,,4.0,2022-01-19 14:08:51,Jour,Par l'arrière
7259,,Sec,Voie Communale,,2.0,,2022-01-01 07:41:38,Nuit,Par l'arrière
7260,Normal,Sec,Route Départementale,70.0,,2.0,2022-01-22 20:49:27,,Par le coté
7261,Normal,Sec,Voie Communale,,2.0,,2022-01-01 15:31:35,Jour,
7262,Pluie,Mouillé,,30.0,1.0,1.0,2022-01-07 06:42:35,,
7263,Normal,Sec,Route Départementale,,2.0,,2022-01-18 13:26:44,Jour,Par le coté
7264,,Mouillé,Route Nationale,90.0,2.0,4.0,2022-01-09 04:59:48,,Frontale
7265,,Sec,Route Départementale,,,,2022-01-24 14:34:16,,
7266,Normal,Sec,,30.0,2.0,2.0,2022-01-27 16:50:25,,Frontale
7267,Normal,Sec,Route Départementale,,2.0,2.0,2022-01-14 03:54:02,Nuit,
7268,Normal,,Route Départementale,70.0,2.0,2.0,2022-01-23 20:14:23,,
7269,Normal,,Route Départementale,70.0,,2.0,2022-01-28 21:20:24,,
7270,Normal,,,70.0,1.0,1.0,2022-01-25 09:18:51,,
7271,Normal,Sec,Voie Communale,30.0,,,2022-01-10 06:18:33,Nuit,Autre
7272,Normal,Sec,Route Départementale,70.0,2.0,3.0,2022-01-01 02:40:41,Nuit,Par le coté
7273,Normal,Sec,Voie Communale,30.0,2.0,6.0,2022-01-31 15:22:10,,Par l'arrière
7274,Normal,,Route Nationale,90.0,,,2022-01-29 23:08:09,Nuit,Autre
7275,,Sec,Route Départementale,,2.0,2.0,2022-01-24 16:28:37,Jour,Par le coté
7276,,Sec,,90.0,,3.0,2022-01-20 23:10:53,,Par le coté
7277,,Sec,,70.0,,,2022-01-05 20:54:50,Nuit,
7278,Normal,,Voie Communale,,2.0,5.0,2022-01-17 04:06:04,,Par le coté
7279,,Sec,Route Départementale,,2.0,2.0,2022-01-16 04:30:31,,
7280,,Sec,,70.0,1.0,,2022-01-26 07:31:55,Nuit,Autre
7281,Normal,Sec,Route Départementale,,1.0,1.0,2022-01-10 18:33:27,Nuit,
7282,Normal,Sec,Voie Communale,,,,2022-01-25 22:48:33,Nuit,Par l'arrière
7283,Normal,,,30.0,,5.0,2022-01-30 23:02:11,,Par l'arrière
7284,Normal,Sec,Route Départementale,70.0,2.0,2.0,2022-01-27 12:48:16,,
7285,,Mouillé,Route Nationale,,1.0,,2022-01-03 10:03:16,Jour,Autre
7286,Pluie,,Route Départementale,,,4.0,2022-01-07 03:04:06,,
7287,,Sec,Route Départementale,,2.0,5.0,2022-01-11 11:55:34,Jour,
7288,,Mouillé,Autoroute,130.0,2.0,4.0,2022-01-03 07:34:38,,Par le coté
7289,Normal,,,70.0,2.0,,2022-01-05 18:43:50,,Par le coté
7290,Pluie,Mouillé,Route Départementale,70.0,,2.0,2022-01-04 12:15:58,Jour,Autre
7291,Normal,Sec,Route Départementale,70.0,,2.0,2022-01-11 20:12:45,,Par le coté
7292,Normal,Sec,Voie Communale,30.0,2.0,5.0,2022-01-29 20:00:52,Nuit,Par le coté
7293,,Sec,Voie Communale,30.0,1.0,1.0,2022-01-28 10:29:46,Jour,Autre
7294,Pluie,,Route Nationale,,1.0,4.0,2022-01-07 13:15:17,,Autre
7295,,Sec,,70.0,2.0,6.0,2022-01-14 04:11:07,Nuit,
7296,Normal,Sec,Voie Communale,30.0,,2.0,2022-01-12 20:04:20,Nuit,Par le coté
7297,Normal,Sec,Autoroute,130.0,2.0,4.0,2022-01-30 22:10:22,Nuit,
7298,Normal,Sec,,70.0,,1.0,2022-01-20 00:20:20,Nuit,Autre
7299,Normal,Sec,Route Nationale,90.0,1.0,1.0,2022-01-02 04:51:17,Nuit,Autre
7300,,Sec,Voie Communale,30.0,,8.0,2022-01-18 04:21:27,,
7301,Normal,,Voie Communale,,2.0,2.0,2022-01-24 14:44:32,Jour,
7302,Normal,Sec,,90.0,2.0,,2022-01-18 18:59:08,Nuit,Par le coté
7303,Normal,,Autoroute,130.0,,3.0,2022-01-14 14:04:46,,Frontale
7304,Pluie,Mouillé,Voie Communale,30.0,2.0,,2022-01-09 02:10:53,Nuit,Par le coté
7305,,Mouillé,,30.0,2.0,2.0,2022-01-03 10:54:24,Jour,
7306,Normal,Sec,Autoroute,,,2.0,2022-01-31 19:37:49,Nuit,Frontale
7307,Normal,,Voie Communale,30.0,2.0,5.0,2022-01-23 01:15:27,,
7308,Normal,Sec,,90.0,2.0,2.0,2022-01-30 09:41:13,,Par l'arrière
7309,Normal,,Voie Communale,30.0,1.0,,2022-01-20 19:28:06,Nuit,Autre
7310,,Sec,Route Départementale,70.0,,3.0,2022-01-06 10:57:00,Jour,Par l'arrière
7311,Normal,Sec,,30.0,,4.0,2022-01-29 15:40:03,,Par l'arrière
7312,Normal,,Autoroute,,1.0,2.0,2022-01-11 01:50:52,Nuit,
7313,Normal,Sec,,30.0,1.0,1.0,2022-01-30 17:20:22,Jour,Autre
7314,Pluie,Mouillé,Route Départementale,,2.0,3.0,2022-01-03 07:17:20,Nuit,Par le coté
7315,Normal,,Route Nationale,90.0,2.0,4.0,2022-01-28 06:57:34,,Par le coté
7316,Normal,Sec,Route Départementale,,,2.0,2022-01-01 10:02:45,Jour,Autre
7317,Normal,,Voie Communale,30.0,2.0,,2022-01-02 02:25:14,Nuit,
7318,,Mouillé,,30.0,2.0,4.0,2022-01-19 14:00:16,Jour,Frontale
7319,Normal,Sec,Voie Communale,30.0,2.0,2.0,2022-01-21 12:05:39,Jour,Par le coté
7320,Normal,Sec,,30.0,,3.0,2022-01-15 13:03:28,Jour,Autre
7321,Normal,Sec,,70.0,1.0,1.0,2022-01-31 12:02:59,Jour,
7322,,Sec,Voie Communale,,1.0,1.0,2022-01-29 01:02:09,Nuit,
7323,,Sec,,70.0,2.0,,2022-01-10 10:26:08,Jour,Frontale
7324,,Sec,Voie Communale,,2.0,2.0,2022-01-27 11:15:17,,
7325,Normal,Sec,,130.0,1.0,1.0,2022-01-20 08:12:51,Nuit,Autre
7326,Normal,Sec,,70.0,2.0,2.0,2022-01-23 07:22:12,,Par l'arrière
7327,Normal,,Route Nationale,,2.0,,2022-01-01 15:52:14,,Par le coté
7328,Normal,Sec,Voie Communale,30.0,2.0,6.0,2022-01-31 02:12:42,Nuit,Par l'arrière
7329,,Sec,,70.0,2.0,2.0,2022-01-16 09:46:42,,
7330,Normal,Sec,Voie Communale,,,,2022-01-11 06:35:40,,Autre
7331,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-25 20:15:57,,
7332,Normal,Sec,Route Départementale,70.0,,2.0,2022-01-16 04:06:59,Nuit,
7333,,Sec,Voie Communale,30.0,,1.0,2022-01-24 15:17:06,Jour,Autre
7334,,Sec,Voie Communale,,,5.0,2022-01-26 09:59:18,Jour,Par l'arrière
7335,Normal,Sec,Voie Communale,,1.0,1.0,2022-01-25 23:47:07,Nuit,Autre
7336,,Sec,Voie Communale,,2.0,2.0,2022-01-10 06:20:54,Nuit,Par le coté
7337,,Sec,Route Départementale,70.0,2.0,3.0,2022-01-02 23:34:34,Nuit,Par l'arrière
7338,Normal,Sec,Route Départementale,,1.0,2.0,2022-01-30 22:22:20,Nuit,Autre
7339,,Sec,Route Nationale,90.0,1.0,,2022-01-21 18:19:08,,Autre
7340,Normal,Sec,Route Départementale,70.0,2.0,3.0,2022-01-27 09:35:55,,Par le coté
7341,Normal,,Route Départementale,70.0,2.0,3.0,2022-01-15 12:22:22,Jour,Par le coté
7342,,Sec,Voie Communale,,,2.0,2022-01-13 17:40:19,Nuit,
7343,Normal,Sec,Voie Communale,,2.0,2.0,2022-01-14 09:43:17,,
7344,,Mouillé,Voie Communale,30.0,1.0,1.0,2022-01-03 22:19:17,Nuit,Autre
7345,Normal,Sec,,70.0,2.0,2.0,2022-01-26 12:23:03,Jour,Par le coté
7346,Pluie,Mouillé,Route Départementale,70.0,2.0,6.0,2022-01-07 23:03:13,Nuit,Par l'arrière
7347,,Sec,Voie Communale,,2.0,2.0,2022-01-27 09:50:58,Jour,Frontale
7348,Normal,,Autoroute,,,2.0,2022-01-20 01:01:35,Nuit,Autre
7349,Normal,Sec,Voie Communale,,1.0,1.0,2022-01-02 11:58:22,Jour,Autre
7350,Normal,,Autoroute,,2.0,5.0,2022-01-14 08:32:34,,Par le coté
7351,Pluie,Mouillé,Route Départementale,,1.0,,2022-01-19 02:41:12,Nuit,Autre
7352,,Sec,Voie Communale,,1.0,1.0,2022-01-26 04:32:10,Nuit,Autre
7353,Normal,,Route Départementale,,1.0,,2022-01-17 13:07:25,Jour,Autre
7354,Normal,,Autoroute,,2.0,5.0,2022-01-12 21:56:01,Nuit,
7355,,Sec,Route Nationale,,,2.0,2022-01-22 12:00:03,,Par l'arrière
7356,Normal,Sec,Voie Communale,30.0,2.0,3.0,2022-01-14 20:29:57,,
7357,,Sec,Voie Communale,,2.0,5.0,2022-01-23 13:13:48,Jour,Frontale
7358,Normal,,Autoroute,130.0,1.0,1.0,2022-01-17 06:34:50,Nuit,Autre
7359,Normal,Sec,,90.0,1.0,,2022-01-11 05:55:08,,Autre
7360,Normal,,Route Départementale,,3.0,6.0,2022-01-11 04:55:37,,Autre
7361,Normal,Sec,Route Départementale,,1.0,,2022-01-15 20:37:47,,Autre
7362,Normal,Sec,Voie Communale,30.0,1.0,1.0,2022-01-24 12:51:20,Jour,Autre
7363,Normal,,Route Départementale,70.0,1.0,,2022-01-31 14:21:08,,
7364,,Sec,,90.0,2.0,,2022-01-21 07:17:22,,Frontale
7365,,Sec,Route Départementale,70.0,,3.0,2022-01-11 10:52:26,,
7366,Normal,,Autoroute,130.0,2.0,2.0,2022-01-10 01:06:20,,Par l'arrière
7367,Normal,Sec,Voie Communale,30.0,2.0,2.0,2022-01-13 19:11:32,Nuit,
7368,Normal,,Route Départementale,,1.0,1.0,2022-01-20 17:59:47,Nuit,
7369,,Mouillé,Route Départementale,70.0,,,2022-01-04 00:49:45,Nuit,Par le coté
7370,,Sec,Voie Communale,30.0,1.0,,2022-01-01 20:29:42,,Autre
7371,Normal,,Route Départementale,70.0,,2.0,2022-01-27 07:07:55,Nuit,
7372,,Mouillé,Voie Communale,30.0,1.0,,2022-01-08 04:37:54,Nuit,Autre
7373,Normal,Sec,Route Départementale,70.0,2.0,5.0,2022-01-29 18:00:32,Nuit,
7374,,Sec,Voie Communale,,2.0,,2022-01-18 07:18:19,Nuit,
7375,,Sec,Voie Communale,,1.0,1.0,2022-01-13 13:04:12,Jour,Autre
7376,Normal,Sec,Route Départementale,,1.0,1.0,2022-01-10 12:04:49,,Autre
7377,,Sec,Autoroute,130.0,,4.0,2022-01-17 20:21:21,Nuit,Par le coté
7378,Normal,Sec,Autoroute,,1.0,,2022-01-26 00:16:50,Nuit,Autre
7379,,Sec,Route Départementale,,2.0,,2022-01-16 18:22:05,Nuit,Par le coté
7380,Normal,,,70.0,1.0,,2022-01-05 10:23:18,Jour,Autre
7381,,Mouillé,Voie Communale,,2.0,,2022-01-09 09:18:13,Jour,
7382,Normal,Sec,Voie Communale,,,,2022-01-06 15:38:08,Jour,Autre
7383,Normal,Sec,,30.0,2.0,5.0,2022-01-13 08:15:47,Nuit,Par le coté
7384,Pluie,Mouillé,Route Départementale,,,,2022-01-07 05:01:47,Nuit,
7385,Normal,,,70.0,2.0,2.0,2022-01-28 16:03:36,Jour,Par le coté
7386,,Sec,Voie Communale,,1.0,2.0,2022-01-30 20:48:00,Nuit,Autre
7387,Normal,Sec,Voie Communale,,,6.0,2022-01-15 01:25:38,Nuit,Autre
7388,Pluie,Mouillé,,30.0,,1.0,2022-01-04 19:44:21,Nuit,Autre
7389,Normal,Sec,,30.0,2.0,3.0,2022-01-18 02:47:24,Nuit,Par le coté
7390,Normal,Sec,Voie Communale,30.0,2.0,,2022-01-05 06:26:38,Nuit,Par le coté
7391,Normal,Sec,Route Départementale,70.0,,3.0,2022-01-16 23:34:39,,Par le coté
7392,Normal,Sec,Voie Communale,30.0,,,2022-01-20 12:46:04,,Par le coté
7393,,Mouillé,,70.0,2.0,2.0,2022-01-09 16:47:03,Jour,
7394,Normal,Sec,Voie Communale,30.0,1.0,3.0,2022-01-14 03:40:06,Nuit,Autre
7395,Normal,Sec,,70.0,,2.0,2022-01-24 03:25:36,Nuit,Par le coté
7396,Normal,,Route Départementale,70.0,1.0,1.0,2022-01-12 12:36:16,,
7397,,Mouillé,Route Départementale,70.0,1.0,3.0,2022-01-07 19:56:29,Nuit,Autre
7398,Pluie,Mouillé,Route Départementale,70.0,,,2022-01-09 10:20:45,Jour,
7399,,Mouillé,,70.0,,5.0,2022-01-07 19:08:08,Nuit,
7400,Normal,Sec,Voie Communale,30.0,2.0,4.0,2022-01-05 08:27:38,Nuit,Par le coté
7401,,Sec,Route Départementale,70.0,2.0,,2022-01-06 09:54:30,Jour,
7402,Normal,,Route Départementale,,,6.0,2022-01-15 01:38:55,Nuit,Par le coté
7403,,Sec,,70.0,1.0,1.0,2022-01-15 18:47:04,Nuit,Autre
7404,Normal,Sec,Route Départementale,70.0,1.0,2.0,2022-01-11 14:41:22,Jour,Autre
7405,Normal,,Voie Communale,30.0,,1.0,2022-01-16 01:26:19,Nuit,Autre
7406,Pluie,Mouillé,Autoroute,,,3.0,2022-01-09 02:02:39,Nuit,Frontale
7407,Normal,Sec,Voie Communale,,,,2022-01-05 04:08:34,,
7408,,Mouillé,Autoroute,130.0,2.0,,2022-01-09 11:10:44,Jour,Par le coté
7409,,Mouillé,Voie Communale,30.0,2.0,,2022-01-04 17:25:56,,Par le coté
7410,Normal,Sec,,30.0,2.0,2.0,2022-01-10 11:38:58,,
7411,Pluie,Mouillé,Voie Communale,,,5.0,2022-01-19 01:52:32,Nuit,Frontale
7412,Normal,Sec,Autoroute,130.0,1.0,,2022-01-11 04:32:46,Nuit,Autre
7413,Normal,,Route Départementale,,,2.0,2022-01-27 10:27:51,Jour,Par le coté
7414,Normal,,Autoroute,,1.0,1.0,2022-01-17 16:11:17,Jour,Autre
7415,,Sec,Route Départementale,70.0,2.0,5.0,2022-01-28 21:51:45,Nuit,Par le coté
7416,Pluie,Mouillé,,30.0,1.0,1.0,2022-01-07 04:44:38,Nuit,Autre
7417,Normal,,Voie Communale,30.0,,,2022-01-06 14:40:16,Jour,Autre
7418,Normal,Sec,Voie Communale,30.0,2.0,2.0,2022-01-17 22:11:48,,Par le coté
7419,,Sec,,30.0,1.0,,2022-01-27 19:07:56,Nuit,
7420,Normal,Sec,Voie Communale,,2.0,,2022-01-24 00:50:08,,
7421,,Mouillé,Route Départementale,70.0,2.0,2.0,2022-01-07 00:48:10,Nuit,
7422,,Sec,Route Départementale,70.0,1.0,,2022-01-05 19:38:37,Nuit,Autre
7423,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-14 17:58:19,Nuit,Par le coté
7424,,Sec,Voie Communale,,,1.0,2022-01-21 22:50:16,Nuit,Autre
7425,Normal,Sec,Voie Communale,30.0,,4.0,2022-01-27 17:30:20,Nuit,Par le coté
7426,,Sec,Route Nationale,,2.0,5.0,2022-01-12 12:04:51,Jour,Frontale
7427,Normal,Sec,,30.0,1.0,1.0,2022-01-25 14:16:24,Jour,
7428,Normal,Sec,,130.0,,3.0,2022-01-30 13:08:39,Jour,Par l'arrière
7429,Normal,,Voie Communale,30.0,,,2022-01-16 21:49:41,Nuit,
7430,,Mouillé,Route Départementale,,4.0,9.0,2022-01-09 09:46:10,Jour,
